Mexican_hairless,dog,n02113978,1000000100000110111010,8
Newfoundland,cat,n02111277,1000000011011100101101,2
Newfoundland,dog,n02111277,1000000011011100101101,100
Norfolk_terrier,cat,n02094114,111111111010000100010,1
Norfolk_terrier,dog,n02094114,111111111010000100010,39
Norwegian_elkhound,cat,n02091467,111111110100111001011,6
Norwegian_elkhound,dog,n02091467,111111110100111001011,85
Norwich_terrier,cat,n02094258,111111111010010110010,11
Norwich_terrier,dog,n02094258,111111111010010110010,20
Old_English_sheepdog,cat,n02105641,1000000010000100101001,6
Old_English_sheepdog,dog,n02105641,1000000010000100101001,14
Pekinese,cat,n02086079,111111101010010111111,1
Pekinese,dog,n02086079,111111101010010111111,65
Pembroke,cat,n02113023,1000000011110111111111,19
Pembroke,dog,n02113023,1000000011110111111111,47
Persian_cat,cat,n02123394,1000000110011010000010,1297
Persian_cat,dog,n02123394,1000000110011010000010,3
Petri_dish,cat,n03920288,1110111101000110100000,1
Pomeranian,cat,n02112018,1000000011101000010010,15
Pomeranian,dog,n02112018,1000000011101000010010,82
Rhodesian_ridgeback,dog,n02087394,111111101100111100010,222
Rottweiler,dog,n02106550,1000000010010010110110,266
Saint_Bernard,dog,n02109525,1000000011000001010101,66
Saluki,dog,n02091831,111111110101100110111,23
Samoyed,cat,n02111889,1000000011100110010001,8
Samoyed,dog,n02111889,1000000011100110010001,45
Scotch_terrier,cat,n02097298,1000000000000010010010,19
Scotch_terrier,dog,n02097298,1000000000000010010010,21
Scottish_deerhound,cat,n02092002,111111110101111100010,2
Scottish_deerhound,dog,n02092002,111111110101111100010,35
Sealyham_terrier,dog,n02095889,111111111101100010001,9
Shetland_sheepdog,cat,n02105855,1000000010000111111111,14
Shetland_sheepdog,dog,n02105855,1000000010000111111111,51
Shih-Tzu,cat,n02086240,111111101010101100000,1
Shih-Tzu,dog,n02086240,111111101010101100000,95
Siamese_cat,cat,n02123597,1000000110011101001101,725
Siamese_cat,dog,n02123597,1000000110011101001101,3
Siberian_husky,cat,n02110185,1000000011001011101001,60
Siberian_husky,dog,n02110185,1000000011001011101001,129
Staffordshire_bullterrier,cat,n02093256,111111111000011001000,1
Staffordshire_bullterrier,dog,n02093256,111111111000011001000,362
Sussex_spaniel,dog,n02102480,1000000001010011010000,19
Tibetan_mastiff,cat,n02108551,1000000010110010000111,1
Tibetan_mastiff,dog,n02108551,1000000010110010000111,144
Tibetan_terrier,dog,n02097474,1000000000000101000010,39
Walker_hound,cat,n02089867,111111110001110001011,1
Walker_hound,dog,n02089867,111111110001110001011,244
Weimaraner,dog,n02092339,111111110110100110011,43
Welsh_springer_spaniel,dog,n02102177,1000000001001110100001,7
West_Highland_white_terrier,cat,n02098286,1000000000010001101110,6
West_Highland_white_terrier,dog,n02098286,1000000000010001101110,42
Yorkshire_terrier,cat,n02094433,111111111010101100001,2
Yorkshire_terrier,dog,n02094433,111111111010101100001,22
affenpinscher,cat,n02110627,1000000011010010100011,17
affenpinscher,dog,n02110627,1000000011010010100011,51
ashcan,cat,n02747177,1010011110101100101001,9
baboon,cat,n02486410,1001011111000010001010,1
baboon,dog,n02486410,1001011111000010001010,1
banded_gecko,cat,n01675722,110011001000111001010,1
bannister,cat,n02788148,1010101000101100110100,1
barbell,dog,n02790996,1010101001011001010100,1
barracouta,dog,n02514041,1001100101110001111001,1
barrel,cat,n02795169,1010101010011010100001,1
barrow,cat,n02797295,1010101010111011101111,16
barrow,dog,n02797295,1010101010111011101111,1
basenji,cat,n02110806,1000000011010101010110,5
basenji,dog,n02110806,1000000011010101010110,55
basset,cat,n02088238,111111101110100101110,1
basset,dog,n02088238,111111101110100101110,106
bassinet,cat,n02804414,1010101100101010111110,15
bath_towel,cat,n02808304,1010101101100111110000,57
bathtub,cat,n02808440,1010101101101001111000,13
beagle,cat,n02088364,111111101110110101100,1
beagle,dog,n02088364,111111101110110101100,415
bearskin,cat,n02817516,1010101111110111101100,1
bib,cat,n02834397,1010110011111111011101,2
binder,dog,n02840245,1010110101011010110101,1
black-and-tan_coonhound,dog,n02089078,111111110000001110110,117
black-footed_ferret,cat,n02443484,1001010100100011011100,22
black-footed_ferret,dog,n02443484,1001010100100011011100,1
bloodhound,dog,n02088466,111111101111000010010,63
bluetick,cat,n02088632,111111101111010111000,2
bluetick,dog,n02088632,111111101111010111000,131
book_jacket,cat,n07248320,11011101001100111000000,2
book_jacket,dog,n07248320,11011101001100111000000,5
bookcase,cat,n02870880,1010111100111001100000,5
bookcase,dog,n02870880,1010111100111001100000,1
bookshop,cat,n02871525,1010111101000011100101,2
borzoi,cat,n02090622,111111110011001111110,3
borzoi,dog,n02090622,111111110011001111110,22
bow_tie,cat,n02883205,1010111111111010000101,6
boxer,cat,n02108089,1000000010101010111001,2
boxer,dog,n02108089,1000000010101010111001,201
briard,dog,n02105251,1000000001111110100011,9
broom,cat,n02906734,1011000101101001101110,1
bucket,cat,n02909870,1011000110011010101110,47
buckle,cat,n02910353,1011000110100010010001,1
bull_mastiff,dog,n02108422,1000000010110000000110,113
cairn,cat,n02096177,111111111110000110001,9
cairn,dog,n02096177,111111111110000110001,45
caldron,cat,n02939185,1011001101100100110001,1
capuchin,dog,n02492035,1001100000011010000011,1
car_mirror,cat,n02965783,1011010100000100010111,1
carton,cat,n02971356,1011010101011011011100,71
chainlink_fence,dog,n03000134,1011011100011101000110,16
chambered_nautilus,cat,n01968897,111100000101100000001,1
cheetah,cat,n02130308,1000001000000110000100,1
chest,cat,n03014705,1011100000000000110001,2
chimpanzee,dog,n02481823,1001011101111010011111,4
chow,cat,n02112137,1000000011101010001001,2
chow,dog,n02112137,1000000011101010001001,120
cleaver,cat,n03041632,1011100110100101100000,1
clumber,dog,n02101556,1000000001000100110100,12
cocker_spaniel,cat,n02102318,1000000001010000101110,1
cocker_spaniel,dog,n02102318,1000000001010000101110,136
collie,cat,n02106030,1000000010001010101110,1
collie,dog,n02106030,1000000010001010101110,65
comic_book,dog,n06596364,11001001010011100001100,1
computer_keyboard,cat,n03085013,1011110001001011010101,6
corkscrew,dog,n03109150,1011110111000100011110,1
corn,cat,n12144580,101110010100111111000100,1
coucal,cat,n01824575,110111101011100111111,1
cougar,cat,n02125311,1000000110110111111111,3
cougar,dog,n02125311,1000000110110111111111,3
cradle,cat,n03125729,1011111011000111100001,2
crash_helmet,cat,n03127747,1011111011100111000011,1
crate,cat,n03127925,1011111011101001110101,5
crib,cat,n03131574,1011111100100010110110,3
crossword_puzzle,cat,n06785654,11001111000101001110110,12
crutch,cat,n03141823,1011111111000010111111,1
crutch,dog,n03141823,1011111111000010111111,1
cup,cat,n07930864,11110010000001111110000,1
curly-coated_retriever,dog,n02099429,1000000000100011100101,16
dalmatian,cat,n02110341,1000000011001110000101,1
dalmatian,dog,n02110341,1000000011001110000101,66
desk,cat,n03179701,1100001000010010110101,1
dhole,cat,n02115913,1000000100100101001001,1
dhole,dog,n02115913,1000000100100101001001,6
dingo,cat,n02115641,1000000100100000111001,1
dingo,dog,n02115641,1000000100100000111001,187
dining_table,cat,n03201208,1100001101100010111000,1
dishwasher,cat,n03207941,1100001111001100000101,45
dishwasher,dog,n03207941,1100001111001100000101,2
dogsled,dog,n03218198,1100010001101100010110,5
doormat,cat,n03223299,1100010010111100000011,110
doormat,dog,n03223299,1100010010111100000011,1
drumstick,cat,n03250847,1100011001101010011111,1
dumbbell,cat,n03255030,1100011010101011110110,2
electric_fan,cat,n03271574,1100011110101110010110,1
envelope,cat,n03291819,1100100011101010101011,2
envelope,dog,n03291819,1100100011101010101011,1
face_powder,dog,n03314780,1100101001010001011100,2
feather_boa,cat,n03325584,1100101011111010010000,12
feather_boa,dog,n03325584,1100101011111010010000,2
file,cat,n03337140,1100101110101110110100,1
flat-coated_retriever,dog,n02099267,1000000000100001000011,206
folding_chair,cat,n03376595,1100111000010111010011,4
fox_squirrel,cat,n02356798,1000111111011000111110,4
fox_squirrel,dog,n02356798,1000111111011000111110,1
frying_pan,cat,n03400231,1100111110001000100111,2
fur_coat,cat,n03404251,1100111111000111011011,2
fur_coat,dog,n03404251,1100111111000111011011,1
giant_schnauzer,dog,n02097130,111111111111111101010,24
go-kart,dog,n03444034,1101001000110101000010,1
golden_retriever,cat,n02099601,1000000000100110010001,2
golden_retriever,dog,n02099601,1000000000100110010001,252
golf_ball,cat,n03445777,1101001001010000010001,1
gondola,cat,n03447447,1101001001101010010111,1
greenhouse,cat,n03457902,1101001100001101101110,1
grey_fox,cat,n02120505,1000000101101100111001,9
grey_fox,dog,n02120505,1000000101101100111001,1
grocery_store,cat,n03461385,1101001101000100001001,2
groenendael,cat,n02105056,1000000001111011100000,29
groenendael,dog,n02105056,1000000001111011100000,57
guinea_pig,cat,n02364673,1001000001010100000001,8
guinea_pig,dog,n02364673,1001000001010100000001,4
hamper,cat,n03482405,1101010010001100100101,46
hamster,cat,n02342885,1000111011111111100101,16
hamster,dog,n02342885,1000111011111111100101,1
hand_blower,cat,n03483316,1101010010011010110100,1
harp,cat,n03495258,1101010101010101011010,2
hog,cat,n02395406,1001001000110100001110,2
hog,dog,n02395406,1001001000110100001110,8
howler_monkey,cat,n02492660,1001100000100011110100,1
ibex,dog,n02417914,1001001110010011111010,1
indri,cat,n02500267,1001100010011010101011,2
jack-o'-lantern,cat,n03590841,1101101100101010111001,3
keeshond,cat,n02112350,1000000011101101011110,6
keeshond,dog,n02112350,1000000011101101011110,25
kelpie,cat,n02105412,1000000010000001000100,9
kelpie,dog,n02105412,1000000010000001000100,588
kit_fox,cat,n02119789,1000000101100001101101,1
kit_fox,dog,n02119789,1000000101100001101101,1
knot,cat,n03627232,1101110101100011100000,2
koala,cat,n01882714,111001011101001011010,1
komondor,dog,n02105505,1000000010000010100001,9
kuvasz,dog,n02104029,1000000001101011011101,66
lab_coat,cat,n03630383,1101110110010100101111,1
ladle,cat,n03633091,1101110110111111000011,1
lampshade,cat,n03637318,1101111000000001000110,1
laptop,cat,n03642806,1101111001010110110110,12
laptop,dog,n03642806,1101111001010110110110,1
lawn_mower,cat,n03649909,1101111011000101110101,1
llama,cat,n02437616,1001010011000111110000,1
lynx,cat,n02127052,1000000111010011001100,269
mailbag,cat,n03709823,1110001001101101111111,2
malamute,cat,n02110063,1000000011001001101111,4
malamute,dog,n02110063,1000000011001001101111,53
malinois,cat,n02105162,1000000001111101001010,2
malinois,dog,n02105162,1000000001111101001010,145
marmoset,cat,n02490219,1001011111111101101011,1
marmoset,dog,n02490219,1001011111111101101011,2
marmot,cat,n02361337,1001000000011111111001,1
measuring_cup,cat,n03733805,1110001111100100101101,1
medicine_chest,cat,n03742115,1110010001100110100011,1
meerkat,cat,n02138441,1000001010000101001001,1
microwave,cat,n03761084,1110010110001110111100,1
miniature_pinscher,cat,n02107312,1000000010011110110000,1
miniature_pinscher,dog,n02107312,1000000010011110110000,209
miniature_poodle,cat,n02113712,1000000100000010110000,1
miniature_poodle,dog,n02113712,1000000100000010110000,106
miniature_schnauzer,dog,n02097047,111111111111110010111,41
mink,cat,n02442845,1001010100011001011101,20
mixing_bowl,cat,n03775546,1110011001110000111010,10
mobile_home,dog,n03776460,1110011001111111001100,1
mongoose,cat,n02137549,1000001001110111001101,1
mongoose,dog,n02137549,1000001001110111001101,1
monitor,cat,n03782006,1110011011010101110110,6
mouse,cat,n03793489,1110011110001001010001,11
mousetrap,cat,n03794056,1110011110010010001000,5
muzzle,dog,n03803284,1110100000100010010100,6
nail,dog,n03804744,1110100000111001001000,1
neck_brace,dog,n03814639,1110100011010011101111,1
nematode,cat,n01930112,111010111001110000000,1
nipple,cat,n03825788,1110100110000001111100,4
otterhound,dog,n02091635,111111110101001110011,28
ox,dog,n02403003,1001001010101010111011,1
oxcart,dog,n03868242,1110110000011001010010,1
pajama,cat,n03877472,1110110010101001100000,2
paper_towel,cat,n03887697,1110110101001001010001,47
papillon,cat,n02086910,111111101011111111110,7
papillon,dog,n02086910,111111101011111111110,49
patio,dog,n03899768,1110111000000101111000,1
pedestal,cat,n03903868,1110111001000101111100,2
photocopier,cat,n03924679,1110111110001011000111,3
pick,cat,n03929660,1110111111011000111100,3
pick,dog,n03929660,1110111111011000111100,1
picket_fence,cat,n03930313,1110111111100011001001,1
picket_fence,dog,n03930313,1110111111100011001001,1
ping-pong_ball,cat,n03942813,1111000010100110011101,1
pizza,cat,n07873807,11110000010010100001111,1
plane,cat,n03954731,1111000101100000101011,1
plastic_bag,cat,n03958227,1111000110010111010011,18
plate_rack,cat,n03961711,1111000111001101101111,1
plunger,cat,n03970156,1111001001010001101100,1
polecat,cat,n02443114,1001010100011101101010,11
pool_table,cat,n03982430,1111001100010001011110,2
porcupine,cat,n02346627,1000111100111010000011,1
pot,cat,n03991062,1111001110011000010110,3
potter's_wheel,dog,n03992509,1111001110101110111101,1
prayer_rug,cat,n03998194,1111010000000111110010,3
printer,cat,n04004767,1111010001101110011111,10
prison,cat,n04005630,1111010001111011111110,2
prison,dog,n04005630,1111010001111011111110,2
puck,cat,n04019541,1111010101010101010101,1
puck,dog,n04019541,1111010101010101010101,1
pug,dog,n02110958,1000000011010111101110,64
quail,dog,n01806567,110111001000011100111,1
quilt,cat,n04033995,1111011000110111001011,63
radiator,cat,n04040759,1111011010100000110111,5
red-breasted_merganser,cat,n01855032,111000100111000111000,1
red_fox,cat,n02119022,1000000101010101101110,2
red_wolf,dog,n02114712,1000000100010010011000,2
redbone,cat,n02090379,111111110010110001011,1
redbone,dog,n02090379,111111110010110001011,304
refrigerator,cat,n04070727,1111100001110101000111,7
remote_control,cat,n04074963,1111100010110111010011,3
restaurant,cat,n04081281,1111100100011010000001,1
rocking_chair,cat,n04099969,1111101000111110000001,5
rubber_eraser,dog,n04116512,1111101101000000100000,1
sandbar,dog,n09421951,100011111100010001111111,1
scale,cat,n04141975,1111110011001110010111,2
schipperke,cat,n02104365,1000000001110000101101,168
schipperke,dog,n02104365,1000000001110000101101,82
screen,cat,n04152593,1111110101110100010001,3
screen,dog,n04152593,1111110101110100010001,1
screw,cat,n04153751,1111110110000110010111,1
sea_snake,dog,n01751748,110101011101011000100,1
seat_belt,cat,n04162706,1111111000010010010010,1
seat_belt,dog,n04162706,1111111000010010010010,1
shield,cat,n04192698,1111111111100110111010,1
shoe_shop,cat,n04200800,10000000001100101100000,1
shoji,cat,n04201297,10000000001101101010001,5
shopping_basket,cat,n04204238,10000000010011011001110,13
shopping_basket,dog,n04204238,10000000010011011001110,2
shopping_cart,cat,n04204347,10000000010011100111011,4
shopping_cart,dog,n04204347,10000000010011100111011,2
shovel,cat,n04208210,10000000011011001010010,1
shower_curtain,cat,n04209239,10000000011101001010111,2
siamang,cat,n02483708,1001011110010111111100,2
silky_terrier,dog,n02097658,1000000000000111111010,29
ski,dog,n04228054,10000001000001111010110,1
skunk,cat,n02445715,1001010101000110010011,37
skunk,dog,n02445715,1001010101000110010011,3
sleeping_bag,cat,n04235860,10000001010001001010100,13
slide_rule,cat,n04238763,10000001010110110101011,1
sliding_door,cat,n04239074,10000001010111011100010,2
sloth_bear,dog,n02134418,1000001001000110010010,3
snow_leopard,cat,n02128757,1000000111101101110101,1
soccer_ball,dog,n04254680,10000001110101111011000,1
soft-coated_wheaten_terrier,cat,n02098105,1000000000001110111001,2
soft-coated_wheaten_terrier,dog,n02098105,1000000000001110111001,23
space_heater,cat,n04265275,10000010001010100111011,10
space_heater,dog,n04265275,10000010001010100111011,1
spider_monkey,dog,n02493793,1001100000110101100001,1
standard_poodle,cat,n02113799,1000000100000100000111,1
standard_poodle,dog,n02113799,1000000100000100000111,16
standard_schnauzer,cat,n02097209,1000000000000000111001,1
standard_schnauzer,dog,n02097209,1000000000000000111001,27
stethoscope,cat,n04317175,10000011101111111110111,1
stole,cat,n04325704,10000100000000101001000,2
stove,dog,n04330267,10000100001001100011011,1
strainer,cat,n04332243,10000100001101011010011,2
street_sign,dog,n06794110,11001111010101101111110,1
studio_couch,cat,n04344873,10000100100110000101001,3
studio_couch,dog,n04344873,10000100100110000101001,2
sunglasses,dog,n04356056,10000100111011111011000,1
swab,cat,n04367480,10000101010010001111000,2
syringe,cat,n04376876,10000101100100100101100,3
tabby,cat,n02123045,1000000110010100100101,4192
tabby,dog,n02123045,1000000110010100100101,1
table_lamp,cat,n04380533,10000101101011101110101,1
television,cat,n04404412,10000110011010010111100,2
tennis_ball,cat,n04409515,10000110100100010101011,2
tennis_ball,dog,n04409515,10000110100100010101011,3
tiger,cat,n02129604,1000000111111011000100,1
tiger_cat,cat,n02123159,1000000110010110010111,686
timber_wolf,dog,n02114367,1000000100001100111111,7
titi,cat,n02493509,1001100000110001000101,5
titi,dog,n02493509,1001100000110001000101,1
toaster,cat,n04442312,10000111100100011001000,2
tobacco_shop,cat,n04443257,10000111100110001111001,1
toilet_seat,cat,n04447861,10000111101111001110101,12
toilet_tissue,cat,n15075141,111001100000011101000101,1
tow_truck,dog,n04461696,10001000001010010000000,1
toy_poodle,dog,n02113624,1000000100000001011000,84
toy_terrier,cat,n02087046,111111101100010000110,9
toy_terrier,dog,n02087046,111111101100010000110,254
toyshop,cat,n04462240,10001000001011010100000,3
triceratops,cat,n01704323,110100000000110000011,1
tricycle,dog,n04482393,10001000110010101011001,1
tub,cat,n04493381,10001001001000001000101,15
vacuum,cat,n04517823,10001001110111110111111,1
valley,dog,n09468604,100100000111101010111100,1
velvet,cat,n04525038,10001010000101111101110,2
vizsla,dog,n02100583,1000000000110101100111,62
wall_clock,cat,n04548280,10001010110011010111000,1
wallaby,cat,n01877812,111001010011100110100,4
washbasin,cat,n04553703,10001010111101111100111,22
washer,cat,n04554684,10001010111111110111100,8
water_jug,dog,n04560804,10001011001011110100100,1
weasel,cat,n02441942,1001010100001011010110,18
web_site,cat,n06359193,11000010000100010011001,4
web_site,dog,n06359193,11000010000100010011001,5
whippet,dog,n02091134,111111110100001111110,159
whistle,dog,n04579432,10001011110000001101000,1
white_wolf,cat,n02114548,1000000100001111110100,1
white_wolf,dog,n02114548,1000000100001111110100,25
window_screen,cat,n04589890,10001100000100101000010,47
window_screen,dog,n04589890,10001100000100101000010,1
window_shade,cat,n04590129,10001100000101000110001,1
wire-haired_fox_terrier,cat,n02095314,111111111100011010010,5
wire-haired_fox_terrier,dog,n02095314,111111111100011010010,54
wok,cat,n04596742,10001100010010000000110,5
wombat,cat,n01883070,111001011101110111110,10
wombat,dog,n01883070,111001011101110111110,2
wood_rabbit,cat,n02325366,1000110111101101110110,2
wool,cat,n04599235,10001100010110111000011,2
wool,dog,n04599235,10001100010110111000011,1
